date,site_id,latitude,longitude,GHI_Wm2,DNI_Wm2,DiffuseIrr_Wm2,ClearSkyGHI_Wm2,WindSpeed_2m_ms,WindSpeed_10m_ms,WindDir_10m_deg,Temp_2m_C,TempMax_2m_C,TempMin_2m_C,RelHumidity_pct,Precip_mm,CloudAmount_pct
2000-01-01,esoit_001,-1.8304,36.8245,7.3726,,1.3608,7.5115,3.4,4.87,61.2,20.67,29.2,13.65,66.14,0.04,53.4
2000-01-02,esoit_001,-1.8304,36.8245,6.5544,,3.5472,7.5089,3.79,5.38,65.0,20.78,28.91,14.1,67.68,0.14,63.1
2000-01-03,esoit_001,-1.8304,36.8245,6.7212,,2.6256,7.525,4.03,5.71,69.1,20.38,27.55,15.49,69.9,0.54,81.7
2000-01-04,esoit_001,-1.8304,36.8245,7.2871,,1.4376,7.5214,4.02,5.72,66.5,19.36,26.85,14.02,67.83,0.07,39.5
2000-01-05,esoit_001,-1.8304,36.8245,7.5826,,0.7896,7.7477,3.76,5.39,73.1,19.45,28.03,12.26,65.21,0.3,1.2
2000-01-06,esoit_001,-1.8304,36.8245,7.4765,,1.2456,7.6145,3.55,5.04,70.1,20.55,29.23,13.94,64.77,0.02,12.9
2000-01-07,esoit_001,-1.8304,36.8245,7.3046,,1.3824,7.5845,3.53,5.04,55.5,20.84,29.14,13.84,64.25,0.07,27.4
2000-01-08,esoit_001,-1.8304,36.8245,6.7613,,2.3544,7.4882,3.9,5.54,52.9,21.32,29.37,14.7,56.74,0.01,71.7
2000-01-09,esoit_001,-1.8304,36.8245,6.8234,,2.5104,7.3385,3.76,5.32,50.4,21.57,29.14,15.68,58.71,0.01,60.7
2000-01-10,esoit_001,-1.8304,36.8245,6.7514,,2.3616,7.5082,3.61,5.17,53.6,21.2,29.22,14.97,54.97,0.01,52.7
2000-01-11,esoit_001,-1.8304,36.8245,7.5533,,0.9144,7.6601,3.26,4.73,52.3,20.85,29.48,13.19,59.22,0.27,24.0
2000-01-12,esoit_001,-1.8304,36.8245,7.4623,,1.0104,7.6553,4.06,5.79,53.8,21.46,29.91,14.27,61.19,0.2,3.4
2000-01-13,esoit_001,-1.8304,36.8245,7.4347,,1.1256,7.6601,4.64,6.62,58.1,21.19,28.85,14.98,63.07,0.47,28.5
2000-01-14,esoit_001,-1.8304,36.8245,7.9627,,0.8712,8.0268,3.97,5.71,56.9,20.28,29.04,13.0,56.21,0.24,16.1
2000-01-15,esoit_001,-1.8304,36.8245,7.6298,,0.8976,7.8146,3.85,5.56,58.4,20.44,29.54,12.49,50.28,0.01,9.7
2000-01-16,esoit_001,-1.8304,36.8245,7.668,,1.0104,7.7234,3.52,5.06,59.9,21.03,30.99,12.31,47.05,0.02,10.8
2000-01-17,esoit_001,-1.8304,36.8245,7.549,,1.2408,7.6862,3.43,4.9,69.8,21.8,31.71,13.07,46.67,0.0,19.1
2000-01-18,esoit_001,-1.8304,36.8245,7.1558,,2.1384,7.5895,3.44,4.89,71.4,22.02,31.43,13.37,51.06,0.01,45.5
2000-01-19,esoit_001,-1.8304,36.8245,7.3087,,1.7328,7.5101,3.61,5.09,69.9,21.53,29.91,14.12,58.73,0.23,45.3
2000-01-20,esoit_001,-1.8304,36.8245,7.1875,,1.9416,7.6008,3.55,5.04,72.9,22.11,31.32,13.99,54.14,0.12,36.5
2000-01-21,esoit_001,-1.8304,36.8245,5.9165,,4.2792,6.9348,3.3,4.64,75.9,21.56,30.7,14.43,59.58,0.35,66.1
2000-01-22,esoit_001,-1.8304,36.8245,7.1213,,1.9344,7.4873,4.08,5.72,73.5,22.05,30.68,15.45,60.63,0.14,51.9
2000-01-23,esoit_001,-1.8304,36.8245,7.0032,,2.3736,7.6567,4.44,6.29,74.6,20.53,28.09,15.68,70.35,1.56,55.1
2000-01-24,esoit_001,-1.8304,36.8245,5.5666,,4.3008,7.6198,4.58,6.47,68.8,21.09,28.77,15.38,66.38,0.31,93.1
2000-01-25,esoit_001,-1.8304,36.8245,7.2732,,1.908,7.7527,4.51,6.42,63.7,20.74,28.59,15.14,64.88,2.03,38.7
2000-01-26,esoit_001,-1.8304,36.8245,7.7112,,0.972,7.8648,4.24,6.13,57.9,20.45,30.18,12.44,47.35,0.03,0.0
2000-01-27,esoit_001,-1.8304,36.8245,8.3467,,1.0512,8.4511,3.83,5.57,52.7,20.82,31.38,11.37,37.46,0.0,10.2
2000-01-28,esoit_001,-1.8304,36.8245,7.9188,,0.9888,8.0484,2.98,4.34,50.9,22.25,32.94,12.59,34.48,0.0,0.8
2000-01-29,esoit_001,-1.8304,36.8245,7.7779,,1.0824,7.9529,3.07,4.38,54.6,23.06,32.77,15.36,35.22,0.01,0.8
2000-01-30,esoit_001,-1.8304,36.8245,7.668,,1.2624,7.849,3.97,5.64,54.4,22.41,32.15,14.17,39.23,0.0,1.0
2000-01-31,esoit_001,-1.8304,36.8245,7.6658,,1.2288,7.8209,4.6,6.57,55.6,21.53,30.72,14.81,40.28,0.0,15.9
2000-02-01,esoit_001,-1.8304,36.8245,7.9176,,0.8736,8.0561,4.08,5.8,61.4,21.04,30.98,12.18,49.17,0.0,7.4
2000-02-02,esoit_001,-1.8304,36.8245,7.1417,,2.8008,7.781,2.92,4.15,58.3,23.06,32.17,13.86,48.25,0.05,41.0
2000-02-03,esoit_001,-1.8304,36.8245,6.9379,,3.2208,7.7858,2.98,4.15,54.9,23.03,30.61,17.54,50.15,0.22,46.3
2000-02-04,esoit_001,-1.8304,36.8245,7.3627,,1.86,7.8665,3.56,4.98,59.8,22.47,31.34,15.18,46.76,0.03,35.8
2000-02-05,esoit_001,-1.8304,36.8245,8.1895,,0.8088,8.3074,4.16,5.89,61.9,22.03,31.36,15.08,44.48,0.07,9.3
2000-02-06,esoit_001,-1.8304,36.8245,8.0527,,0.7848,8.1994,3.76,5.33,72.3,21.67,31.27,13.56,46.62,0.27,0.0
2000-02-07,esoit_001,-1.8304,36.8245,7.8437,,0.7896,7.9834,3.23,4.56,82.2,22.64,32.54,13.44,49.45,0.2,0.0
2000-02-08,esoit_001,-1.8304,36.8245,7.5845,,1.8552,7.9658,2.27,3.13,70.5,22.95,31.49,15.28,53.84,0.73,30.8
2000-02-09,esoit_001,-1.8304,36.8245,7.9229,,1.0056,7.782,2.72,3.77,71.3,23.1,31.64,17.56,52.03,0.5,32.1
2000-02-10,esoit_001,-1.8304,36.8245,7.4897,,1.9416,7.7323,3.78,5.39,66.5,21.95,30.72,14.63,52.36,0.03,50.4
2000-02-11,esoit_001,-1.8304,36.8245,7.3346,,2.388,7.8089,4.36,6.17,68.4,21.7,30.68,14.73,50.66,0.0,13.1
2000-02-12,esoit_001,-1.8304,36.8245,7.645,,1.5024,8.0789,4.25,6.0,70.0,21.65,31.09,13.29,50.79,0.0,28.7
2000-02-13,esoit_001,-1.8304,36.8245,7.9714,,1.008,8.0671,3.5,4.96,71.7,22.14,31.16,13.14,47.88,0.0,20.2
2000-02-14,esoit_001,-1.8304,36.8245,7.8686,,1.6968,8.0306,3.56,5.06,61.3,23.94,33.4,15.17,40.43,0.0,34.2
2000-02-15,esoit_001,-1.8304,36.8245,8.3695,,1.1592,8.5111,4.23,5.95,58.9,23.57,32.88,15.59,42.92,0.0,5.1
2000-02-16,esoit_001,-1.8304,36.8245,7.9202,,1.2672,8.0705,4.35,6.17,56.1,22.69,31.5,14.42,41.8,0.0,6.1
2000-02-17,esoit_001,-1.8304,36.8245,7.9303,,1.2408,8.0832,3.9,5.54,58.3,22.59,32.54,14.87,40.98,0.0,8.2
2000-02-18,esoit_001,-1.8304,36.8245,7.567,,2.8584,7.8595,3.83,5.47,47.5,22.51,32.06,14.93,38.72,0.0,78.0
2000-02-19,esoit_001,-1.8304,36.8245,6.7793,,3.1944,8.0837,3.89,5.5,49.9,22.68,31.69,15.77,39.7,0.0,99.9
2000-02-20,esoit_001,-1.8304,36.8245,7.9171,,1.3056,8.075,3.54,5.09,48.7,21.35,29.59,14.9,34.17,0.0,1.0
2000-02-21,esoit_001,-1.8304,36.8245,7.8518,,1.404,7.9675,3.61,5.24,50.7,21.32,31.44,14.52,32.98,0.0,18.5
2000-02-22,esoit_001,-1.8304,36.8245,7.2674,,2.8008,7.7323,3.29,4.78,46.2,22.75,33.8,12.5,30.16,0.0,28.0
2000-02-23,esoit_001,-1.8304,36.8245,7.9238,,2.0736,7.9272,3.18,4.6,57.2,23.68,34.09,13.79,28.64,0.0,17.0
2000-02-24,esoit_001,-1.8304,36.8245,7.8468,,1.3896,7.9085,3.99,5.67,64.5,23.45,33.32,14.71,34.34,0.0,15.5
2000-02-25,esoit_001,-1.8304,36.8245,7.7678,,1.6992,7.9404,3.91,5.53,73.0,22.9,32.77,14.19,43.96,0.0,19.1
2000-02-26,esoit_001,-1.8304,36.8245,7.8475,,2.5704,8.0683,3.49,4.89,72.4,23.7,33.82,14.55,44.33,0.02,14.2
2000-02-27,esoit_001,-1.8304,36.8245,7.4292,,3.1632,7.8842,3.39,4.76,64.5,25.28,34.73,16.14,38.59,0.0,32.9
2000-02-28,esoit_001,-1.8304,36.8245,7.7633,,1.62,7.9512,3.59,4.97,84.4,24.78,33.63,17.45,44.86,0.13,29.3
2000-02-29,esoit_001,-1.8304,36.8245,7.7758,,1.4952,8.0203,2.64,3.64,71.9,24.35,32.4,17.61,47.26,0.93,18.7
2000-03-01,esoit_001,-1.8304,36.8245,6.1714,,4.536,7.7614,1.88,2.61,39.9,24.54,32.96,18.02,48.13,3.6,55.7
2000-03-02,esoit_001,-1.8304,36.8245,6.3893,,3.4608,8.009,1.94,2.7,55.0,24.54,33.03,17.35,47.64,0.88,99.7
2000-03-03,esoit_001,-1.8304,36.8245,7.7551,,1.1976,7.9313,2.84,4.01,75.1,24.22,33.23,15.88,45.67,0.75,10.6
2000-03-04,esoit_001,-1.8304,36.8245,6.8378,,5.0304,7.3999,3.29,4.57,75.9,22.55,28.9,17.65,58.94,1.06,46.5
2000-03-05,esoit_001,-1.8304,36.8245,7.1582,,3.3072,7.8353,3.42,4.77,75.6,22.68,29.85,16.87,59.91,0.74,58.5
2000-03-06,esoit_001,-1.8304,36.8245,7.9704,,0.8112,8.1103,3.31,4.62,75.6,22.89,31.0,16.67,58.68,0.56,7.4
2000-03-07,esoit_001,-1.8304,36.8245,7.8638,,0.9864,8.022,3.69,5.16,73.6,23.22,32.36,16.63,55.37,0.36,10.8
2000-03-08,esoit_001,-1.8304,36.8245,7.0346,,4.1664,7.2955,3.47,4.88,77.5,22.37,27.88,16.76,54.58,0.25,83.8
2000-03-09,esoit_001,-1.8304,36.8245,6.3631,,4.1016,7.7455,3.34,4.68,66.3,22.92,31.42,15.56,46.07,0.15,75.3
2000-03-10,esoit_001,-1.8304,36.8245,7.4398,,2.172,7.7647,2.61,3.67,78.7,23.69,31.89,15.87,42.82,0.0,29.3
2000-03-11,esoit_001,-1.8304,36.8245,7.8161,,1.068,7.9042,3.7,5.13,81.6,23.76,32.86,16.7,51.44,0.09,32.5
2000-03-12,esoit_001,-1.8304,36.8245,7.4086,,2.3496,7.8581,4.33,6.04,78.7,23.35,32.42,16.92,56.49,0.61,32.9
2000-03-13,esoit_001,-1.8304,36.8245,7.7582,,1.0176,7.9639,3.75,5.22,81.4,23.67,33.22,16.2,54.05,0.17,8.0
2000-03-14,esoit_001,-1.8304,36.8245,7.387,,3.3336,7.848,3.5,4.85,86.6,23.0,31.32,17.25,60.72,0.56,56.5
2000-03-15,esoit_001,-1.8304,36.8245,7.2086,,2.7456,7.6608,3.54,4.92,91.7,22.9,30.48,17.07,57.89,0.67,75.7
2000-03-16,esoit_001,-1.8304,36.8245,6.3041,,4.4832,7.433,3.69,5.14,85.0,22.82,30.99,16.82,60.02,0.73,42.1
2000-03-17,esoit_001,-1.8304,36.8245,6.9276,,2.9712,7.6764,3.8,5.3,81.8,23.16,32.6,16.46,57.58,0.47,48.0
2000-03-18,esoit_001,-1.8304,36.8245,7.2816,,3.1728,7.7508,4.15,5.78,82.9,23.36,32.5,16.78,57.6,0.2,39.5
2000-03-19,esoit_001,-1.8304,36.8245,6.7589,,4.44,7.7897,4.33,6.03,84.8,23.04,31.41,16.72,57.78,0.31,72.9
2000-03-20,esoit_001,-1.8304,36.8245,6.9158,,2.64,7.74,4.19,5.84,82.5,23.16,32.1,16.62,55.67,0.18,51.2
2000-03-21,esoit_001,-1.8304,36.8245,7.225,,2.2368,7.7892,4.33,6.05,82.3,21.95,30.32,16.97,62.8,0.25,39.5
2000-03-22,esoit_001,-1.8304,36.8245,7.5619,,1.3368,7.9538,4.79,6.75,78.3,21.98,30.79,16.54,60.75,0.63,22.1
2000-03-23,esoit_001,-1.8304,36.8245,7.1338,,3.708,7.6908,4.32,6.05,87.1,22.31,31.19,15.93,57.13,0.38,45.9
2000-03-24,esoit_001,-1.8304,36.8245,7.5698,,1.3968,7.8425,4.05,5.63,87.0,22.92,32.63,16.18,58.33,0.48,47.6
2000-03-25,esoit_001,-1.8304,36.8245,6.6242,,3.0528,7.3382,4.24,5.91,86.2,22.28,31.07,16.4,62.89,2.43,95.3
2000-03-26,esoit_001,-1.8304,36.8245,7.1566,,2.3232,7.8334,4.16,5.8,86.2,22.06,30.76,16.05,62.11,1.62,72.9
2000-03-27,esoit_001,-1.8304,36.8245,6.2498,,4.68,7.807,4.15,5.84,85.9,20.75,26.53,16.01,67.56,0.98,55.9
2000-03-28,esoit_001,-1.8304,36.8245,7.1138,,4.2696,7.6522,4.49,6.31,87.9,21.9,30.29,16.06,63.8,0.66,58.2
2000-03-29,esoit_001,-1.8304,36.8245,6.8791,,3.5544,7.7306,4.4,6.16,94.7,21.88,30.43,15.8,62.97,1.12,55.5
2000-03-30,esoit_001,-1.8304,36.8245,7.045,,3.468,7.6272,3.9,5.46,92.6,22.23,30.32,16.53,64.79,0.96,47.0
2000-03-31,esoit_001,-1.8304,36.8245,6.9461,,3.4488,7.7887,4.04,5.65,94.7,22.09,30.46,16.42,66.02,1.07,67.8
2000-04-01,esoit_001,-1.8304,36.8245,6.4668,,4.2384,7.3922,4.34,6.06,93.0,21.65,29.71,16.46,68.42,0.65,53.6
2000-04-02,esoit_001,-1.8304,36.8245,6.2825,,3.7992,7.4549,4.36,6.11,90.7,21.66,29.58,16.5,68.49,1.85,67.0
2000-04-03,esoit_001,-1.8304,36.8245,7.0222,,3.5736,7.4858,3.77,5.27,86.6,22.42,31.1,16.46,63.73,1.52,34.6
2000-04-04,esoit_001,-1.8304,36.8245,6.6845,,5.304,7.3627,2.71,3.79,87.2,22.11,29.5,16.84,67.27,2.5,51.7
2000-04-05,esoit_001,-1.8304,36.8245,5.2759,,4.8744,7.6243,1.52,2.18,77.9,20.51,24.92,17.33,75.67,7.63,96.5
2000-04-06,esoit_001,-1.8304,36.8245,5.2939,,4.7616,7.699,2.2,3.16,81.9,21.44,29.56,16.71,69.47,8.33,90.2
2000-04-07,esoit_001,-1.8304,36.8245,7.363,,2.0568,7.8605,2.76,3.89,88.7,21.56,29.42,16.65,67.69,1.78,52.9
2000-04-08,esoit_001,-1.8304,36.8245,5.2294,,4.0248,7.7986,3.46,4.86,88.8,21.58,29.26,16.59,69.2,1.32,95.0
2000-04-09,esoit_001,-1.8304,36.8245,5.0606,,4.9992,7.7508,3.45,4.87,90.5,20.7,26.78,17.1,74.23,4.21,95.7
2000-04-10,esoit_001,-1.8304,36.8245,6.1601,,3.7512,7.3853,3.61,5.09,95.0,20.94,28.06,16.52,74.1,4.06,67.4
2000-04-11,esoit_001,-1.8304,36.8245,6.1274,,4.944,7.2067,4.2,5.94,97.9,20.67,27.39,16.39,75.56,3.93,63.4
2000-04-12,esoit_001,-1.8304,36.8245,5.6662,,3.9552,7.2982,4.61,6.53,99.3,20.5,27.11,16.12,74.15,1.08,59.5
2000-04-13,esoit_001,-1.8304,36.8245,6.8016,,3.8928,7.404,4.21,5.94,98.9,20.44,27.03,15.29,74.32,0.73,52.3
2000-04-14,esoit_001,-1.8304,36.8245,6.0377,,4.6416,7.2521,3.77,5.34,100.1,19.92,26.58,15.96,73.15,0.63,82.5
2000-04-15,esoit_001,-1.8304,36.8245,5.677,,5.0712,7.3298,2.97,4.19,94.2,21.02,29.72,13.98,62.43,0.52,73.9
2000-04-16,esoit_001,-1.8304,36.8245,6.8028,,3.7608,7.3975,3.98,5.62,100.3,21.17,28.71,15.79,66.97,0.09,52.4
2000-04-17,esoit_001,-1.8304,36.8245,6.7224,,3.456,7.2905,3.72,5.25,101.1,20.94,29.21,14.93,63.06,0.13,43.4
2000-04-18,esoit_001,-1.8304,36.8245,6.7142,,3.3264,7.3087,3.44,4.86,103.0,21.23,29.79,15.31,62.29,0.19,35.3
2000-04-19,esoit_001,-1.8304,36.8245,6.9708,,2.7864,7.361,3.65,5.14,101.9,20.35,28.84,12.97,61.23,0.12,29.3
2000-04-20,esoit_001,-1.8304,36.8245,7.0853,,1.4736,7.5547,2.9,4.12,104.4,20.86,30.3,12.44,56.93,0.03,18.5
2000-04-21,esoit_001,-1.8304,36.8245,6.8839,,2.8992,7.4467,2.54,3.6,102.0,21.81,30.82,14.73,60.93,0.41,30.6
2000-04-22,esoit_001,-1.8304,36.8245,7.0459,,2.4552,7.5794,2.44,3.42,109.1,21.88,29.95,16.02,68.47,2.75,24.5
2000-04-23,esoit_001,-1.8304,36.8245,6.1195,,4.0584,7.2905,3.44,4.82,105.2,21.42,29.05,15.65,68.31,1.13,68.9
2000-04-24,esoit_001,-1.8304,36.8245,5.3254,,4.1016,7.5598,3.84,5.39,102.6,21.36,29.54,15.03,63.82,0.69,93.8
2000-04-25,esoit_001,-1.8304,36.8245,5.1098,,5.0592,7.4182,3.58,5.03,105.9,21.37,30.19,14.9,58.05,0.37,95.7
2000-04-26,esoit_001,-1.8304,36.8245,6.407,,3.444,7.2346,3.95,5.53,101.7,21.15,29.22,15.15,68.24,1.25,37.2
2000-04-27,esoit_001,-1.8304,36.8245,6.3341,,4.5048,7.0951,4.17,5.87,103.8,21.21,29.42,15.18,61.57,0.25,44.4
2000-04-28,esoit_001,-1.8304,36.8245,5.9746,,5.4024,7.1244,3.99,5.61,104.7,20.84,28.48,15.17,70.46,2.15,67.6
2000-04-29,esoit_001,-1.8304,36.8245,5.8378,,4.8888,6.9785,3.94,5.54,109.2,20.67,27.77,14.86,68.81,0.8,52.7
2000-04-30,esoit_001,-1.8304,36.8245,5.9158,,4.8072,6.9682,3.49,4.88,110.7,21.02,28.94,14.84,66.48,0.27,52.7
2000-05-01,esoit_001,-1.8304,36.8245,5.3842,,5.0208,6.9598,3.48,4.87,115.0,21.38,29.09,15.84,68.93,0.75,67.3
2000-05-02,esoit_001,-1.8304,36.8245,6.3451,,4.1184,7.1194,4.01,5.62,106.2,20.91,29.06,15.1,69.29,1.67,44.9
2000-05-03,esoit_001,-1.8304,36.8245,4.8958,,4.7736,6.9732,3.97,5.59,103.6,20.09,27.35,14.51,71.13,1.91,77.2
2000-05-04,esoit_001,-1.8304,36.8245,5.1216,,4.6704,6.7274,4.03,5.67,109.1,20.04,26.13,15.69,74.85,0.92,66.7
2000-05-05,esoit_001,-1.8304,36.8245,5.1542,,4.4808,6.9014,3.98,5.6,103.5,20.1,26.78,14.71,73.26,0.47,57.9
2000-05-06,esoit_001,-1.8304,36.8245,5.8121,,4.32,7.0238,4.32,6.11,107.4,20.38,28.45,15.33,75.12,1.16,43.2
2000-05-07,esoit_001,-1.8304,36.8245,4.3978,,4.1352,6.9934,4.22,5.97,104.4,20.3,27.75,14.79,69.8,0.46,86.4
2000-05-08,esoit_001,-1.8304,36.8245,5.472,,4.1544,6.8765,3.46,4.87,109.9,20.3,28.04,14.86,73.45,3.07,49.6
2000-05-09,esoit_001,-1.8304,36.8245,3.9502,,3.9504,7.1513,3.84,5.39,112.1,19.93,27.65,14.43,73.53,1.03,89.0
2000-05-10,esoit_001,-1.8304,36.8245,3.5455,,3.3912,7.2607,3.46,4.85,112.3,19.85,27.33,14.28,72.92,2.41,81.6
2000-05-11,esoit_001,-1.8304,36.8245,4.547,,4.2888,7.2492,3.7,5.21,114.3,19.57,26.42,14.75,73.58,0.99,78.0
2000-05-12,esoit_001,-1.8304,36.8245,4.8826,,4.032,6.9576,3.09,4.34,114.4,19.84,26.72,14.55,72.07,1.28,63.8
2000-05-13,esoit_001,-1.8304,36.8245,6.5671,,2.304,7.1405,3.73,5.24,107.0,20.37,28.38,13.91,68.29,0.44,42.0
2000-05-14,esoit_001,-1.8304,36.8245,6.3746,,2.1744,7.0075,3.84,5.42,104.9,19.77,27.68,13.58,62.16,0.16,52.0
2000-05-15,esoit_001,-1.8304,36.8245,6.894,,0.7752,7.2089,3.45,4.83,103.9,19.84,28.45,12.8,64.64,0.35,22.4
2000-05-16,esoit_001,-1.8304,36.8245,4.9541,,4.5384,6.7332,3.28,4.61,106.7,19.66,26.89,14.98,72.6,2.17,71.7
2000-05-17,esoit_001,-1.8304,36.8245,5.0482,,4.2624,6.8546,3.12,4.41,105.5,20.72,28.48,15.16,66.64,0.24,56.2
2000-05-18,esoit_001,-1.8304,36.8245,5.7413,,3.6024,6.9226,3.31,4.64,106.8,20.77,29.44,14.17,62.49,0.16,39.3
2000-05-19,esoit_001,-1.8304,36.8245,4.8482,,4.4712,6.7435,3.17,4.47,108.9,20.63,28.4,14.85,63.16,0.33,64.9
2000-05-20,esoit_001,-1.8304,36.8245,6.3787,,2.256,6.9442,3.57,5.03,106.0,20.07,28.6,12.55,60.81,0.4,40.3
2000-05-21,esoit_001,-1.8304,36.8245,5.4821,,4.5792,6.8405,3.49,4.88,109.0,20.58,28.69,14.33,66.73,0.11,54.8
2000-05-22,esoit_001,-1.8304,36.8245,5.8896,,3.8136,6.8352,3.16,4.43,108.0,20.95,29.16,14.63,64.13,0.02,37.7
2000-05-23,esoit_001,-1.8304,36.8245,6.3787,,2.496,6.9739,2.75,3.85,107.7,21.42,30.46,14.39,57.22,0.01,23.5
2000-05-24,esoit_001,-1.8304,36.8245,6.3151,,1.8576,6.9715,2.38,3.34,112.7,21.57,29.42,15.01,59.69,0.0,23.5
2000-05-25,esoit_001,-1.8304,36.8245,5.6549,,3.6552,6.8938,2.76,3.84,110.2,21.57,31.0,14.75,56.75,0.0,49.1
2000-05-26,esoit_001,-1.8304,36.8245,5.0794,,3.3432,6.8887,2.07,2.86,120.3,21.21,29.46,14.6,56.77,0.18,68.9
2000-05-27,esoit_001,-1.8304,36.8245,4.8516,,3.636,6.971,1.58,2.2,111.7,21.47,29.33,14.82,57.65,0.27,83.2
2000-05-28,esoit_001,-1.8304,36.8245,4.0214,,3.9648,6.6794,2.13,2.97,106.8,20.1,25.96,15.02,63.31,0.36,98.2
2000-05-29,esoit_001,-1.8304,36.8245,5.9654,,3.4344,6.8729,2.38,3.29,122.4,20.56,27.99,14.74,64.59,0.76,58.3
2000-05-30,esoit_001,-1.8304,36.8245,5.107,,3.5184,6.7738,3.24,4.52,106.4,20.76,29.51,14.61,59.88,0.38,81.9
2000-05-31,esoit_001,-1.8304,36.8245,6.7901,,0.5904,6.9871,3.06,4.26,102.2,20.11,29.4,13.05,57.47,0.0,0.1
2000-06-01,esoit_001,-1.8304,36.8245,6.1334,,2.424,6.8462,2.85,3.98,112.4,19.91,29.3,13.02,55.89,0.02,27.4
2000-06-02,esoit_001,-1.8304,36.8245,6.7498,,0.6912,7.0092,2.58,3.64,114.5,19.23,29.04,11.45,52.66,0.01,13.1
2000-06-03,esoit_001,-1.8304,36.8245,6.5186,,1.9776,6.8722,2.87,4.0,115.1,19.75,28.84,11.7,59.01,0.02,20.8
2000-06-04,esoit_001,-1.8304,36.8245,6.0247,,2.868,6.8174,3.28,4.58,113.3,20.38,28.24,14.2,65.23,0.28,32.9
2000-06-05,esoit_001,-1.8304,36.8245,4.4772,,4.1208,6.8342,3.07,4.26,116.8,19.91,27.56,14.91,68.57,0.66,84.4
2000-06-06,esoit_001,-1.8304,36.8245,4.0087,,3.6888,6.7342,2.6,3.65,135.2,19.73,27.32,13.99,57.93,0.04,73.4
2000-06-07,esoit_001,-1.8304,36.8245,5.1094,,4.5768,6.7714,2.94,4.1,117.5,19.49,27.51,12.58,64.08,0.32,69.1
2000-06-08,esoit_001,-1.8304,36.8245,5.2186,,4.2216,6.5815,3.36,4.66,114.9,19.45,27.44,13.57,66.37,0.35,69.3
2000-06-09,esoit_001,-1.8304,36.8245,4.6219,,4.236,6.4397,1.84,2.6,136.2,20.16,27.89,13.7,59.66,0.13,72.5
2000-06-10,esoit_001,-1.8304,36.8245,6.0038,,2.4096,6.9838,1.58,2.25,131.4,20.09,27.63,12.75,59.96,0.14,37.4
2000-06-11,esoit_001,-1.8304,36.8245,4.7532,,3.8472,6.6432,2.26,3.14,126.3,20.11,27.33,14.29,60.94,0.25,69.3
2000-06-12,esoit_001,-1.8304,36.8245,3.1968,,2.9016,6.6559,2.15,2.98,116.9,19.32,26.54,13.71,64.37,0.33,76.8
2000-06-13,esoit_001,-1.8304,36.8245,2.7456,,2.4192,6.7306,2.8,3.89,121.9,18.98,25.27,13.64,65.56,0.23,98.0
2000-06-14,esoit_001,-1.8304,36.8245,4.2377,,3.78,6.3922,2.84,3.96,121.5,19.28,26.82,13.12,62.45,0.07,85.7
2000-06-15,esoit_001,-1.8304,36.8245,4.2895,,4.056,6.4658,3.47,4.82,119.5,19.14,27.07,14.02,65.48,0.31,83.1
2000-06-16,esoit_001,-1.8304,36.8245,4.6186,,4.2888,6.4157,3.63,5.05,111.0,18.86,26.5,13.11,69.37,0.27,77.6
2000-06-17,esoit_001,-1.8304,36.8245,5.0302,,4.6512,6.3168,3.9,5.48,110.6,19.04,26.72,13.56,67.97,0.39,81.0
2000-06-18,esoit_001,-1.8304,36.8245,5.8966,,3.3456,6.6653,3.4,4.76,108.3,19.36,27.64,13.22,70.82,0.69,32.5
2000-06-19,esoit_001,-1.8304,36.8245,3.8748,,3.7152,6.4507,3.94,5.53,112.2,19.47,26.64,14.44,70.94,2.37,78.9
2000-06-20,esoit_001,-1.8304,36.8245,5.4778,,4.4664,6.665,2.38,3.36,117.1,19.62,26.77,14.05,65.59,0.57,61.4
2000-06-21,esoit_001,-1.8304,36.8245,5.9299,,3.0048,6.7262,2.37,3.29,122.5,19.56,28.86,12.35,59.89,0.01,47.4
2000-06-22,esoit_001,-1.8304,36.8245,4.8648,,3.5112,6.7778,2.23,3.07,122.2,20.03,28.36,13.63,60.47,0.06,68.0
2000-06-23,esoit_001,-1.8304,36.8245,3.4735,,3.2808,6.6751,2.51,3.48,121.5,20.04,27.07,14.35,64.64,0.23,89.9
2000-06-24,esoit_001,-1.8304,36.8245,3.4877,,3.3552,6.4913,3.27,4.52,116.4,19.5,26.82,14.41,66.57,1.02,90.8
2000-06-25,esoit_001,-1.8304,36.8245,4.6231,,3.7056,6.5652,2.98,4.1,119.2,19.12,27.47,12.41,62.66,0.13,95.9
2000-06-26,esoit_001,-1.8304,36.8245,5.4953,,3.8352,6.66,2.19,3.02,134.1,18.9,25.29,13.38,62.75,0.19,65.9
2000-06-27,esoit_001,-1.8304,36.8245,3.0132,,2.832,6.5698,2.2,3.09,146.0,18.86,25.87,12.79,59.03,0.02,77.4
2000-06-28,esoit_001,-1.8304,36.8245,3.7817,,3.5232,6.7133,1.99,2.79,151.8,18.65,25.19,12.18,60.73,0.01,79.1
2000-06-29,esoit_001,-1.8304,36.8245,3.8498,,3.648,6.3521,2.33,3.26,146.4,18.87,26.52,12.37,57.02,0.0,64.8
2000-06-30,esoit_001,-1.8304,36.8245,4.1894,,3.4824,6.4402,1.97,2.76,135.4,18.25,27.09,10.45,53.71,0.01,62.6
2000-07-01,esoit_001,-1.8304,36.8245,4.687,,3.8928,6.583,2.1,2.98,138.6,18.28,26.38,10.0,52.66,0.03,57.8
